Index,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Time Took For Restoration (hrs),Demand Loss (MW),Number of Customers Affected,State,County,NERC_Region,Event_Type,Alert_Criteria
1001,December,2020-12-01,12:32:00,12/01/2020,22:50:00,10.299999999999997,,170190,Ohio,,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1002,December,2020-12-03,09:01:00,12/03/2020,09:03:00,0.033333333333333215,89,0,Colorado,,WECC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1003,December,2020-12-03,00:44:00,12/05/2020,11:03:00,10.316666666666666,93,73000,California,San Diego County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,Kern County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,Los Angeles County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,Orange County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,Riverside County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,San Bernardino County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,San Diego County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,Tulare County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1004,December,2020-12-03,10:57:00,12/04/2020,15:02:00,4.083333333333334,132,51686,California,Ventura County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1005,December,2020-12-05,16:40:00,,,,,271231,Connecticut,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1005,December,2020-12-05,16:40:00,,,,,271231,Massachusetts,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1005,December,2020-12-05,16:40:00,,,,,271231,Maine,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1005,December,2020-12-05,16:40:00,,,,,271231,New Hampshire,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1005,December,2020-12-05,16:40:00,,,,,271231,Rhode Island,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1005,December,2020-12-05,16:40:00,,,,,271231,Vermont,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1006,December,2020-12-06,09:45:00,12/06/2020,17:00:00,7.250000000000001,0,0,Pennsylvania,,RF,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,Kern County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,Los Angeles County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,Orange County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,Riverside County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,San Bernardino County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,Ventura County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1007,December,2020-12-07,18:10:00,12/08/2020,21:09:00,2.9833333333333307,286,76234,California,Tulare County,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1008,December,2020-12-08,09:43:00,12/08/2020,10:33:00,0.8333333333333344,0,0,Michigan,Wayne County,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1009,December,2020-12-09,13:20:00,12/09/2020,14:30:00,1.1666666666666652,0,0,Missouri,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1009,December,2020-12-09,13:20:00,12/09/2020,14:30:00,1.1666666666666652,0,0,Kansas,,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1010,December,2020-12-10,16:30:00,12/12/2020,05:00:00,12.499999999999998,0,0,Washington,King County,WECC,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1011,December,2020-12-11,22:51:00,12/11/2020,23:57:00,1.0999999999999988,0,0,Texas,Harris County,TRE,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1012,December,2020-12-13,06:47:00,12/13/2020,07:36:00,0.8166666666666664,298,159239,California,,WECC,System Operations,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts."
1013,December,2020-12-14,11:00:00,,,,0,0,Idaho,,WECC,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
1013,December,2020-12-14,11:00:00,,,,0,0,Oregon,,WECC,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
1014,December,2020-12-14,17:01:00,12/14/2020,17:34:00,0.5500000000000007,0,0,California,,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1015,December,2020-12-14,01:30:00,,,,0,0,New Jersey,,RF,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
1015,December,2020-12-14,01:30:00,,,,0,0,Pennsylvania,,RF,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
1015,December,2020-12-14,01:30:00,,,,0,0,Maryland,,RF,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
1015,December,2020-12-14,01:30:00,,,,0,0,Illinois,,RF,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
1015,December,2020-12-14,01:30:00,,,,0,0,Delaware,,RF,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability.
